rank.sign.logp.heart	rank.sign.logp.lung	rank.sign.logp.kidney	rank.sign.logp.spleen
13690	13509	10114	12118
9979	4882	9662	5400
264	841	4735	1890
5916	11008	10542	7459
6719	12194	7174	10682
7486	7641	7131	7968
7726	8075	10711	8756
4467	7093	1676	7354
2634	1604	6283	4093
13157	6049	11553	8551
13932	11418	14295	13492
6508	7303	7032	6847
4966	4683	6200	6084
5525	11488	7904	9469
8111	11087	5070	9227
5764	5318	5114	5265
12017	9638	9193	5910
1560	6267	3645	4205
8523	9475	5229	6910
8786	5835	5264	3252
7733	5820	8275	4850
3379	3075	1683	3396
546	1405	1989	2237
2196	3926	1483	1263
2731	1736	3562	422
4593	5546	4405	3059
9526	2178	5232	2770
10032	14665	11521	5242
1002	2382	447	538
462	603	132	1071
8070	3528	3525	2875
14418	9728	9330	8798
14550	14001	12259	14486
10602	13287	1733	10246
5221	9348	8242	10406
13561	12077	12075	10300
1693	5963	9462	9070
7594	11262	5416	9871
11267	8719	8151	13019
13318	9403	11071	13069
4189	13266	10439	11866
12754	14948	14690	14495
1251	6285	2962	3912
3452	789	9305	1679
11460	11544	11937	6129
11594	4433	1856	9238
8902	7225	9382	3566
6442	3522	5202	1072
101	9505	2056	3958
14334	14076	4693	13960
2966	2742	8013	3006
5922	4558	8097	4236
12231	2047	13878	12142
8752	11388	11925	5151
8397	10730	11544	9065
780	941	12	1022
262	945	224	463
1205	2276	2993	349
653	1693	2069	3007
9036	5427	8679	9267
5930	12836	9021	5589
11771	8403	7054	7074
5758	7423	8331	9198
6568	11996	9068	5698
4493	10981	7742	11618
5201	6245	5911	4178
8061	6064	10214	7198
5311	13467	11095	3580
8797	10328	10636	12306
14366	9149	14432	9454
14076	13881	14777	9309
229	202	1185	788
6729	9148	8440	10226
14812	9938	11470	12754
12044	5478	1679	2751
8117	8866	7839	6957
2380	4671	2227	1752
14616	13483	13533	12295
8503	8142	7549	8934
8152	12083	10576	6480
3652	4385	3605	3402
2347	287	722	1419
988	8134	1098	4045
486	7000	3108	5758
509	1245	8111	2663
5049	6227	3412	8925
12720	8372	4812	3389
7424	9114	7037	9355
7260	9664	9965	3513
9458	4081	5815	3542
9001	3213	7910	3264
6360	8797	10699	10966
7883	2277	4065	6220
13166	9872	12848	8045
3567	7083	6072	7772
7993	6590	13913	14150
10767	8976	5087	4239
8293	1649	4532	112
1390	7361	9369	9760
5350	5838	4513	8355
145	582	2155	2070
13661	10674	7683	14028
2168	3316	8241	2895
9329	8106	5891	10282
4602	13477	14089	14580
9208	10298	11621	12461
13935	2914	8017	4572
898	59	2471	2657
7243	11641	11930	10925
9687	7080	7655	9172
11958	2379	700	1951
14199	12571	10175	11703
12853	6401	6367	3921
14716	15024	13694	14118
11165	14517	7730	11242
15221	11313	13447	12233
1592	3047	4270	5274
15414	15376	15378	15389
13193	13116	3951	6695
8091	2044	1672	7746
11149	14617	10825	13762
14999	14749	11321	15277
5768	9488	9326	13261
11339	13783	8748	14031
8714	13315	12459	9884
6547	6642	8613	9409
7633	11355	10248	13135
6251	7476	6478	10996
5044	9300	7240	12537
13028	13947	13743	6983
2954	2827	1864	3106
3790	397	2321	1318
3191	3560	1579	1161
7812	7557	7438	11224
10201	14352	14315	12801
1223	257	1370	174
11934	6779	2671	3997
445	1648	1470	243
5250	3179	7753	2802
6926	404	3991	5088
1743	1617	3545	23
9438	7662	7495	6913
5778	2030	3067	5460
7786	14629	11838	12025
12267	13142	14834	11092
10312	8011	10783	10184
628	7038	12317	11765
13419	4974	6252	12793
15153	14415	11354	14968
4615	10288	4961	9721
1841	3732	9333	4176
10154	455	2357	1443
10157	7490	6878	8943
1313	558	3430	4772
15303	14580	15456	15110
14264	13206	14979	12155
14650	9815	1947	12053
12227	12473	7322	9985
5966	2611	1727	3235
7985	10930	13399	11301
4424	5914	7992	4282
11603	11941	9037	9568
12153	13856	12413	13863
3430	5599	13509	10935
2052	2552	5239	3961
7449	6234	8019	6991
1618	1308	10986	1086
12194	12912	3853	12659
5703	860	6206	5937
1443	3848	1592	6060
13608	11848	13931	5621
10874	12574	9195	10686
1060	8092	6501	10911
4740	5735	11664	6238
11635	11619	11737	10677
2115	5716	591	2556
8560	3498	9854	5634
12644	10875	9011	14720
12170	13923	11282	12041
11787	9972	10451	11484
3752	11090	4073	5599
10688	15312	9324	13249
9616	13751	5391	11346
5130	4078	4979	1363
10748	2621	1299	435
9467	6668	4620	5840
4284	8223	9578	1984
11519	2868	6698	2218
13997	11892	8369	10088
13842	13338	12078	14396
3142	2403	9683	5742
13791	11967	14003	13484
13075	9635	14695	10664
10316	14383	9815	12291
3091	8954	12262	5136
5506	8199	9316	4151
15422	15258	15257	15038
9851	12387	14013	9445
14060	11895	12065	9981
9049	2881	11409	5362
7566	6015	7670	4539
2361	7825	6082	3645
9343	9213	10698	7019
14787	15274	13408	12717
13808	8604	9884	862
7262	9460	11716	7172
11303	9365	8964	8647
13586	10873	11748	7898
14231	14133	13968	14122
15048	15249	14227	14582
4003	9409	6584	8594
4646	7954	10345	11334
3520	4860	8705	6490
13882	11340	14265	4580
12389	12503	13008	13304
1164	884	806	448
5602	2326	1569	3399
14891	13297	11896	13819
13352	6594	12687	7734
12274	8753	7646	9290
4086	9640	6893	9798
9284	13793	12368	13223
4724	6202	3730	5752
7373	13582	12899	12775
15217	15005	13941	15200
3890	3590	421	9379
3333	5042	1092	2449
14976	13259	1424	7465
14773	14956	10261	14586
10085	13226	13520	12286
11210	13354	8559	12920
5430	3219	814	1643
13822	6264	7576	7704
13339	13956	14415	14217
8505	6627	7860	8366
3124	4015	6130	2595
2362	7720	7862	3672
9569	12850	8533	11601
986	1312	12167	2966
5846	7363	9531	5934
7894	10942	11977	9011
12909	5266	5170	6380
2955	10163	12480	9164
7463	6956	8465	6491
6019	9316	6435	7315
4550	1323	7596	6539
4172	1722	9409	4219
4822	1996	7315	5106
5091	1388	6549	5022
2638	53	3101	4910
10511	6342	6378	7905
727	191	3254	5681
3058	1439	5923	5058
4643	2206	8825	6925
3153	466	3936	4547
8511	5681	8346	9337
3922	1987	9603	7188
7651	2162	5482	9045
6810	441	5399	6328
7211	6146	8672	5806
1234	3021	9536	5438
7567	2890	6318	5083
5407	4691	8951	6750
3975	270	5225	5427
2468	533	7748	3731
2769	546	7614	5043
9697	5484	6309	10923
10657	12636	10334	10090
11524	11466	11828	7897
11079	12333	11306	10681
14309	11749	7441	11534
9804	8896	8318	9377
9985	9372	11138	11138
12269	7155	10847	7881
13465	9013	8710	11716
13447	7667	7230	9054
12579	9944	6073	10980
9741	11901	11400	9176
8813	10991	10677	12342
10010	10963	11025	12094
9784	9366	5707	8491
4792	10389	8687	10588
7850	12916	12645	12512
5844	13797	10479	8975
12915	15028	13412	15094
12643	10294	11636	11018
14301	12687	13312	12649
13295	14689	13054	14148
13289	14112	14355	13521
12982	9194	13031	5370
3224	5731	11059	3308
13670	15414	15080	15010
12483	13587	14931	14188
7640	12210	13846	8529
3882	11841	8863	8799
12553	13247	14215	7947
14446	14953	11308	14628
8900	3773	13964	12125
14326	15181	11917	13815
9880	10681	5405	2618
5796	9556	14860	12024
13087	6142	9913	5097
1306	828	376	880
3782	3783	4001	2527
8376	11152	12940	5802
788	646	1828	1674
1273	4774	4323	2668
15325	14266	14916	14555
13217	13841	14345	14510
6228	6566	5869	8605
15249	15335	12663	15301
4329	4045	3481	4273
452	4364	1193	2815
2283	2677	10551	7738
3810	7929	6577	2890
14739	4918	10241	6808
1555	6134	7877	4230
7313	5489	4121	6528
14822	14900	15386	14470
3226	11811	14713	13400
1672	5872	6654	2841
8510	8824	8683	12357
8265	3526	1639	7496
2971	3801	2359	3371
14565	11565	14147	7433
2608	3322	3810	12862
5413	12893	9022	11837
11920	1291	5288	3883
4034	5017	11075	6781
13283	14308	14882	12953
13210	9806	4978	9110
11614	12592	7319	5747
613	1235	2333	709
14465	9613	13411	6663
10049	7266	9362	5929
9096	6007	3871	1301
5480	4586	5836	5399
7052	8693	12566	12751
7837	4653	4838	4595
3639	1622	987	511
15219	15284	14131	15045
6414	11363	8329	3108
148	179	1291	681
1875	1046	635	742
3934	10025	13928	7235
10357	5827	3461	8643
1822	2821	1471	1908
1279	5271	4668	9315
12482	11737	11253	14139
348	9518	2228	5544
12078	10978	13795	13792
10329	9553	14161	12856
1552	6993	2862	3428
8976	15305	14671	15076
1917	8024	12696	4493
15158	15046	15396	12938
12821	11337	14786	14525
15296	10995	13263	5062
735	1375	7266	4959
5207	8356	2736	9902
2774	5206	2292	4174
8989	6854	8624	7485
7524	9176	10108	5928
14161	11160	13320	2372
6484	1486	12487	13519
13719	14174	13770	14054
4027	8844	11481	12323
5890	10747	13124	10021
8383	8898	4904	10562
9665	5917	5921	3552
9348	10257	10119	10461
6528	4301	7605	12489
1253	483	2186	1803
6142	1598	11942	11646
12935	13629	13673	14664
896	429	11978	4146
1791	203	2299	259
483	2098	576	652
934	1793	1236	1509
5943	2145	744	1149
1290	323	4603	4872
2493	2142	508	3534
2536	258	5	231
3297	2330	2191	3735
7802	8422	4721	9107
12765	8712	12642	6737
13796	15367	14154	14651
5517	1669	1139	2934
14373	12983	13173	11293
541	1181	5094	774
2046	14170	10855	4482
9583	2305	11703	4518
5681	7306	5696	5737
12571	5691	4698	6269
1807	13862	14467	13535
905	1868	3399	777
10852	10881	9875	8065
13700	8553	6350	9436
2926	1502	6884	2707
14509	11062	12898	13677
3067	2113	2860	3161
2171	5111	6534	5529
1661	1830	4082	4443
2127	10474	1617	9299
6440	11772	4301	7181
10134	188	617	5450
8964	11167	14937	13601
560	2736	1303	1445
15356	14004	13985	12951
253	11934	1714	12704
5809	11003	10670	4672
5513	9805	13702	8554
12611	9975	7966	11580
6386	8490	6998	5627
8181	3488	901	13693
3028	2489	181	7422
13484	1580	4187	11344
3455	8967	11548	7439
103	1165	3548	903
7978	5120	14800	11865
15223	15408	15211	15206
2104	1757	763	669
10422	8408	8504	7076
2277	799	10871	5012
3443	4416	1114	11137
1767	1060	4595	1000
13908	14965	7971	13552
5653	10496	7307	9950
14705	13562	14928	13799
11341	8277	12056	4486
12388	13788	14468	13613
5928	14005	11581	10463
12028	12619	4627	9465
14720	15047	8570	15168
3114	5015	3396	4741
8775	7399	13328	4932
454	916	789	1139
14900	14789	14691	14716
14532	14114	15426	14918
13118	13481	15348	14976
11735	14172	12058	11628
8710	8635	1057	5510
3689	178	2055	109
363	2443	328	1183
9214	7996	11038	12143
11599	13291	12661	12564
12506	7299	10966	12925
1631	6388	822	3025
10389	10371	2411	11391
12976	4662	6017	4307
3444	2706	1463	2874
13099	12145	4554	11645
12728	7862	2457	3555
4977	1524	1812	4121
121	560	568	1946
5947	11575	12894	13152
1039	2777	1806	2003
14234	14490	8235	14014
7623	8691	11528	3226
14652	14857	9393	11131
5122	1574	183	2687
132	2548	2863	3535
15267	13413	15102	14547
2644	1025	130	194
9152	5468	418	1126
710	1668	993	441
4658	3519	1019	14
4122	3554	3454	1247
13444	11636	10835	7333
12822	8040	13858	13139
15297	12439	12810	13257
5862	4549	5278	9517
3569	7275	6446	2985
2169	10850	9302	6519
10606	1566	12767	4938
7018	10449	1801	3178
2294	3303	1297	4874
6894	7800	4114	5291
11452	8718	6191	4150
1805	12821	2486	10197
2817	3734	2325	937
998	335	2367	39
1595	2831	6810	7303
12390	11222	6662	12817
10820	7419	12239	8428
8760	9037	9632	10024
11905	4201	4649	2408
4786	8531	11760	7834
5483	11398	9664	9997
1762	1314	7461	6751
183	3216	537	4061
10591	11022	4337	2095
9867	3886	9301	2394
8872	7834	9548	10096
2130	4822	7736	2587
10835	1278	4875	6559
6028	9927	10902	9401
6488	5177	2619	3750
3195	1262	9346	10299
13269	12963	690	7458
2230	2549	565	4719
9918	7355	6900	7860
6735	6612	8588	7574
2554	5331	4403	2086
14500	14733	4129	13373
13049	14552	6421	14418
5946	9259	14199	9792
14049	7763	13793	14844
2586	7431	7197	4257
13891	15340	15112	14899
10517	1562	2714	1044
1298	3145	751	1778
13689	12928	3563	8558
12748	13420	10143	12760
14303	15075	10821	15049
14051	10342	14319	13167
6152	29	4218	6975
15081	15428	14724	13881
12033	11011	8372	8604
9567	6690	9821	6150
8406	2955	5483	2206
11743	13953	14300	10328
4579	2783	12008	11358
15316	15309	15436	15347
13370	13863	11743	12243
5530	6317	6570	2138
11827	10977	10524	11954
14994	15279	14198	15346
12708	9096	11096	6884
9791	8179	7269	2685
14436	14264	15206	14856
9445	13838	14918	12657
11927	12994	9521	5552
1828	13800	14254	13709
13433	9898	13483	10397
5289	3445	1992	1860
959	1031	3459	353
10660	11378	10129	11579
10760	8857	13024	8822
5774	3105	1030	4326
2335	4599	1393	1709
14853	5738	9202	8079
14416	13830	14327	14676
4195	91	1580	3605
6597	5741	13381	11540
10544	13307	13343	11917
8462	13729	8203	9242
8226	10636	4517	5810
2276	8175	1408	6456
11596	15120	14855	14151
1137	1831	13323	9428
11181	13350	10589	13643
9976	10183	14498	10563
8375	9172	10545	11167
11789	8765	10332	9042
1073	3203	1622	1520
8725	6602	6952	8316
7659	8109	3491	9201
15348	14840	14960	14971
6390	1860	4550	2541
5334	4571	9197	3772
11324	7608	4630	6330
15213	14495	15205	14208
3001	8762	4678	7300
12740	9411	13738	12258
3735	24	6187	7040
1773	2451	13266	13306
14748	13491	5800	14307
4308	6085	4158	5076
14633	13809	8781	13636
10177	4027	9153	3186
8969	10526	9946	9668
5172	2392	12380	1240
12235	13957	7264	12939
12975	14616	14075	14448
14668	14273	8891	12727
3823	3122	3765	1715
11197	5708	2392	5266
13367	14277	13733	15018
2303	3066	8698	2788
12322	13732	14365	14507
15037	14889	14858	15209
6481	4727	11771	7112
6983	12519	10891	10699
10228	10363	11164	10129
10666	8467	11055	11898
1401	3227	7392	1746
6519	3309	780	1562
4788	2067	4894	11036
2685	4546	9269	7429
1793	743	701	1319
12066	11287	13652	14313
14064	13106	12371	13224
2403	3351	4002	4424
11742	14177	13067	13953
1928	2566	833	1078
4507	3291	1827	7729
9963	1589	13695	9594
12449	14502	9396	14097
13957	15130	12866	15313
2293	1571	1413	4046
9476	13529	10590	14689
3319	4419	6195	5777
830	3474	1127	3019
914	4258	663	2290
2618	2404	5677	9179
3901	4444	352	3188
10310	6613	4533	3689
12583	13369	8244	9030
1719	3919	616	9139
13297	12822	12030	13214
8521	3277	6431	7770
8520	3278	6430	7771
9572	1446	8939	541
5372	3106	9526	1585
10135	7440	9826	10893
12090	11401	14339	12679
4478	2111	11033	4377
9260	12104	13011	10698
14321	10554	14143	12975
15032	15297	13256	15264
3111	2637	3523	5325
8003	9150	13442	4778
12328	13861	13494	14247
5839	10035	11484	9629
8868	3289	8008	2007
3019	2896	4758	5346
1787	2602	4665	7767
4303	4699	10139	10219
14888	14078	12819	12475
10353	14286	11440	13371
13792	13536	10666	12104
213	2200	148	1165
5183	8598	9272	6896
13476	12363	3603	11351
6055	8489	7834	9361
4072	2642	5841	1284
9815	8244	12549	11621
8283	9792	10673	13374
13330	8599	3700	10215
12279	11747	11026	7276
1100	7753	6453	6178
13219	15421	14174	15349
10126	11173	8724	7757
4164	2348	3263	12207
13890	3237	6151	4429
6854	3000	6410	8492
9554	8095	14485	10217
11998	9161	6386	8774
2029	4550	2511	2249
13380	14431	5277	11488
5313	9825	6789	8029
14092	14480	6166	13928
2379	8713	14844	13999
14053	15245	14968	15365
14968	15441	15422	15170
13209	14551	15072	14996
10597	1028	11258	2184
7785	11400	8974	10199
14860	12274	8351	13126
8914	1157	9475	8995
1479	1112	940	748
481	226	4007	1391
14937	14394	15420	15274
8239	8537	7232	6745
7950	10231	5914	10790
12439	10785	7538	13726
14364	13915	13693	14465
6119	11383	11285	7270
9346	11880	10499	13453
6951	6417	4674	7977
480	1751	3654	4659
1	563	639	1337
4168	2653	6719	4103
5068	6411	2855	8314
7406	4754	12873	5559
1140	1986	2588	1603
13326	14742	9940	12707
14490	15184	13585	15190
5301	5593	5228	3574
14159	13638	14822	13274
5006	2253	357	3008
1372	1626	10995	7471
4137	11098	9654	7857
6194	654	3813	4854
9287	7174	4650	914
12757	10398	7213	13883
935	12040	2884	9101
14918	12663	4569	4975
10824	6632	10325	13563
6757	6525	11229	15463
3741	2826	7129	6021
873	3391	7607	5323
9938	8032	7842	6120
10913	12497	12002	10716
2679	304	2777	8654
12634	11277	12867	14261
8943	8265	7800	5025
12940	12924	7033	9271
6092	5001	4799	11366
1487	7908	602	3013
9832	11064	9725	14704
13174	7199	2837	12302
1714	215	12951	10662
12908	3326	1772	3098
11096	1946	4296	1589
6826	7880	7302	9317
10251	7217	13884	6360
11625	12475	14294	12228
1165	8197	5295	6845
3259	3184	9178	2307
3245	2434	12689	3258
4419	3928	6138	9026
4873	535	7801	11276
13381	2343	7661	6756
14966	13752	12005	14198
10787	2616	8168	7868
14218	13383	11987	12662
13159	14830	14889	14843
12802	12320	13338	14081
13799	13925	13176	10548
13468	14332	11878	13948
6074	2647	6214	4152
2610	526	7711	8617
15155	14687	15318	14794
2193	7341	11709	5944
7506	3912	11011	8891
9674	13602	7206	9143
12045	13494	7396	12532
9610	9857	2254	4177
5447	10162	5390	12678
7349	3029	6235	4810
3337	4408	8007	6436
13156	9690	10652	11638
10561	13664	12856	14635
1573	8164	2574	7118
10729	8132	12829	14379
5718	7798	7152	8723
14521	14916	14115	14387
3046	1505	9533	457
4839	5225	3388	5167
3399	4580	11414	8969
4179	2731	7075	1038
4052	7037	4922	10761
12053	12293	15006	14224
13811	11708	14477	13593
9814	3949	15055	14784
10889	14003	14677	14121
8310	8114	5781	12519
2763	2264	827	5856
2071	362	2393	4783
5967	13667	14004	7002
7972	4837	9562	7998
5310	3970	1914	1866
10712	7120	15305	12010
11133	14978	15362	15121
13432	13204	13391	15283
9809	14037	7554	10633
13907	14946	15057	15247
8337	13605	14384	10263
1053	13277	14395	8365
7806	6303	13374	11781
11996	14908	12616	13259
11909	11974	4453	4296
14333	15171	14106	14558
15278	15220	14322	15215
11942	10989	13899	6608
13011	14086	14963	15244
8328	7821	12523	4130
2396	8009	10494	9774
10322	11240	4845	10879
3260	9922	2027	6509
13091	10949	4990	6414
9595	13317	12953	13407
7007	373	15473	2474
12712	2819	3377	7211
12404	5555	2871	2939
15133	14020	7921	10520
13750	11704	10842	10887
8629	14369	10391	10827
2292	3702	2354	6286
9490	14986	12088	14429
1678	2462	4103	3668
5270	12324	8055	7067
4730	9557	697	11285
81	13686	11020	8388
3213	11653	9804	13053
3610	1173	3171	5495
7977	7436	12387	13076
10429	8634	13854	10554
12587	10472	2916	8271
4964	4753	9413	2666
2188	7269	785	4422
779	13950	14819	13096
3141	5932	13452	10421
5807	13279	3928	12145
4102	5261	5377	5946
14934	15223	15035	12703
10281	6353	12113	12256
5708	5816	7918	4670
6783	8492	10099	3806
567	275	741	291
3463	1952	1132	5967
12	9	1503	1222
12166	4287	2600	2431
12905	3990	2635	12721
10536	11962	11891	11182
11366	6536	12915	10153
2775	10968	10240	11770
2839	11403	13183	13798
12850	12791	8099	10516
1817	3050	9795	11379
7933	14497	13209	14876
9636	10804	12901	11392
4896	6101	13333	13690
6062	9847	12646	14005
13008	13901	15366	14967
15300	13640	13252	15046
4356	9174	13342	12546
4747	6283	10820	5917
2307	13365	13308	15102
7543	3547	7717	11512
2499	5833	8184	10414
8055	11115	5480	2684
10469	8496	7421	2813
4607	12527	9666	14505
3064	7810	7665	4597
12383	14572	15011	13861
14731	10067	5870	3042
8842	13065	13393	13559
15	899	9837	2090
14129	9593	5599	11268
1450	3645	582	1310
2081	3373	2467	1636
2913	6904	8689	5023
2578	10745	4501	2068
2623	9630	5052	6353
14582	11833	15425	12516
12356	14119	6933	12693
11505	12434	13059	9751
8308	9126	12774	10005
8960	12785	9392	15464
6109	11770	2184	15465
5671	10781	9717	6124
10876	7870	4813	5056
11936	9713	11128	13177
13369	12682	15315	13610
2600	523	402	413
1761	209	76	2483
5577	4836	5492	4382
14970	15064	13811	13680
11714	11639	4687	5147
14612	14601	13384	15142
14680	13641	15067	13512
3881	2051	5086	2064
6558	2171	3041	6263
692	4681	3598	1194
14880	15218	13642	8662
484	780	2422	547
6147	12872	10088	7386
11285	10047	6222	6619
5789	5794	9511	5949
15262	9212	12222	14052
10518	7946	7663	13481
1462	4583	10084	7134
11839	4368	6801	5617
5991	394	5648	8940
9276	6081	6762	14170
13136	10497	11805	14299
12814	10466	11717	12498
964	296	1566	1135
13120	12506	15345	13467
357	125	2528	2175
1392	8861	12731	5955
816	4858	2188	1500
12480	14538	12803	7861
10896	5864	2675	3276
3447	8501	9889	4214
10637	6002	3843	3768
5765	8338	2344	7423
11834	8149	6511	5502
11260	9343	10580	7658
9656	4965	3738	4811
2762	621	1409	1238
711	3887	164	1361
14663	14935	13205	14629
11376	12036	11873	11831
7732	7068	8138	5389
5686	7353	14214	7251
1847	7585	9406	8207
5344	9784	3074	7017
12456	13594	14847	11559
11747	12057	7666	11016
1400	6061	5430	4349
14195	9370	13848	10459
14774	13773	14313	13392
3997	2013	1065	1578
1471	4706	222	1007
464	2033	1460	2374
15428	15426	15118	14775
1446	192	1919	91
12145	12074	4910	4928
1339	2155	2452	1955
5571	4960	3720	311
1418	5240	634	659
717	2137	347	83
1015	2919	3663	366
1288	4256	212	2040
7256	6534	3015	1181
4398	5067	5265	4252
7400	7071	6097	5761
12844	11499	4704	11491
9077	6987	14312	6839
6945	3015	11627	3324
11709	10705	10751	12352
11506	9486	7982	10372
11901	11526	11370	12307
4515	5090	4903	4635
10089	5961	5054	1408
14592	14463	14517	13617
12150	3344	943	2067
414	931	388	1249
14995	15143	13897	14479
15320	15217	14672	15225
7720	7100	7491	3990
12584	11099	8004	13982
12521	13222	7574	7871
4067	5215	9400	12602
4926	988	161	66
2503	10277	13606	10470
11345	5985	6754	12841
12057	9644	3821	3347
732	1947	3200	1861
714	3301	1631	2532
3241	1851	10194	1666
1169	3212	1967	1481
3380	6293	1764	1480
1884	7407	3166	1763
1416	6604	8072	8483
